YesText#0,"""Yes"""
RewardPlatformPS4#0,"""・PwayStation®4"""
RewardPlatformVita#0,"""・PwayStation®Vita"""
RewardBondPlatform#0,"""$(0)<br>$(1)"""
BoostItemMessage#0,"""$(0)'s effect has expiwed."""
BoostLiveEvent#0,"""A Wive Boost is stawting now, fow a wimited time onwy!"""
BoostItemDrop#0,"""You have weceived a Quest Cweaw Boost fow a wimited time!"""
PotalUnit_Title#0,"""Sewect Destination"""
PotalUnit_Menu_MoveShopArea#0,"""Go to Shop Awea"""
PotalUnit_Menu_MoveGateArea#0,"""Go to Gate Awea"""
PotalUnit_Menu_MoveAmusement#0,"""Go to Casino Awea"""
PotalUnit_Menu_MoveBridgeArea#0,"""Twansfew to Bwidge"""
PotalUnit_Menu_MoveCafe#0,"""Go to Fwanka's Cafe"""
PotalUnit_Menu_MoveMyRoom#0,"""Muv to Youw Woom"""
PotalUnit_Menu_MoveGuildRoom#0,"""Go to Youw Team Woom"""
PotalUnit_Menu_Cancel#0,"""Wetuwn"""
Block_help_myroom#0,"""Your room, where you can place<br>various goods and decorations. You can<br>also configure and use your support<br>partner here."""
Block_help_teamroom#0,"""The team room is a room for you and<br>your team members. You can only use it<br>after unlocking this feature from the<br>Team Counter."""
Block_help_publicship#0,"""A ship whewe you can pway with othews fwom diffewent ships."""
Block_help_publicship_poka#0,"""A lobby shared across all ships.<br>Here, you can participate in the Battle<br>Arena, competing and fighting against<br>other players."""
Block_help_publicship_challenge#0,"""A lobby shared across all ships.<br>In this lobby, you can participate in<br>challenges, missions with special starting<br>requirements and rules."""
Block_help_publicship_to_challenge_block#0,"""In this lobby, you can participate in<br>challenges, missions with special starting<br>requirements and rules."""
Block_help_publicship_to_poka_block#0,"""Here, you can participate in the Battle<br>Arena, competing and fighting against<br>other players."""
Block_help_myship#0,"""The ship that you weside on."""
Block_help_Message_001#0,"""A block for beginners to learn the game.<br>Veteran players are welcome to help!<br>※Multi-block matching restrictions apply."""
Block_help_Message_002#0,"""A block for finding parties to do Normal<br>level missions in any area."""
Block_help_Message_003#0,"""A block for finding parties to do Hard<br>level missions in any area."""
Block_help_Message_004#0,"""A block for finding parties to do Very<br>Hard level missions in any area."""
Block_help_Message_005#0,"""A block for finding parties to do Normal<br>level missions in the<br>Forest area."""
Block_help_Message_006#0,"""A block for finding parties to do Normal<br>level missions in the<br>Volcanic Caverns area."""
Block_help_Message_007#0,"""A block for finding parties to do Normal<br>level missions in the<br>Desert area."""
Block_help_Message_008#0,"""A block for finding parties to do Normal<br>level missions in the<br>Tundra area."""
Block_help_Message_009#0,"""A block for finding parties to do Normal<br>level missions in the<br>Underground Tunnel area."""
Block_help_Message_010#0,"""A block for finding parties to do Normal<br>level missions in the<br>Skyscape area."""
Block_help_Message_011#0,"""A block for finding parties to do Normal<br>level missions in the<br>Ruins area."""
Block_help_Message_012#0,"""A block for finding parties to do Hard<br>level missions in the<br>Forest area."""
Block_help_Message_013#0,"""A block for finding parties to do Hard<br>level missions in the<br>Volcanic Caverns area."""
Block_help_Message_014#0,"""A block for finding parties to do Hard<br>level missions in the<br>Desert area."""
Block_help_Message_015#0,"""A block for finding parties to do Hard<br>level missions in the<br>Tundra area."""
Block_help_Message_016#0,"""A block for finding parties to do Hard<br>level missions in the<br>Underground Tunnel area."""
Block_help_Message_017#0,"""A block for finding parties to do Hard<br>level missions in the<br>Skyscape area."""
Block_help_Message_018#0,"""A block for finding parties to do Hard<br>level missions in the<br>Ruins area."""
Block_help_Message_019#0,"""A block for finding parties to do Very<br>Hard level missions in the<br>Forest area."""
Block_help_Message_020#0,"""A block for finding parties to do Very<br>Hard level missions in the<br>Volcanic Caverns area."""
Block_help_Message_021#0,"""A block for finding parties to do Very<br>Hard level missions in the<br>Desert area."""
Block_help_Message_022#0,"""A block for finding parties to do Very<br>Hard level missions in the<br>Tundra area."""
Block_help_Message_023#0,"""A block for finding parties to do Very<br>Hard level missions in the<br>Underground Tunnel area."""
Block_help_Message_024#0,"""A block for finding parties to do Very<br>Hard level missions in the<br>Skyscape area."""
Block_help_Message_025#0,"""A block for finding parties to do Very<br>Hard level missions in the<br>Ruins area."""
Block_help_Message_026#0,"""A block dedicated to helping players<br>find others to do Time Attack missions<br>with."""
Block_help_Message_027#0,"""A block dedicated to helping players<br>find others to do Advance Quests<br>with."""
Block_help_Message_028#0,"""A block for those who prefer to play solo.<br>Recommended when playing Story Quests!<br>※Multi-block matching restrictions apply."""
Block_help_Message_029#0,"""A block for people who want to chat,<br>make friends and recruit team members!<br>※Multi-block matching restrictions apply."""
Block_help_Message_030#0,"""A block for people who want to trade<br>items. Also for those who wish to mess<br>with their shops for a long time."""
Block_help_Message_031#0,"""A block that can be used for any purpose<br>or mission.<br>※Multi-block matching restrictions apply."""
Block_help_Message_032#0,"""This is a block for those with Premium.<br>※Multi-block matching restrictions apply."""
Block_help_Message_033#0,"""A block for beginners to learn the game.<br>Veteran players are welcome to help!<br>※Multi-block matching restrictions apply.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_034#0,"""A block for finding parties to do Normal<br>level missions in any area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_035#0,"""A block for finding parties to do Hard<br>level missions in any area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_036#0,"""A block for finding parties to do Very<br>Hard level missions in any area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_037#0,"""A block dedicated to helping players<br>find others to do Time Attack missions<br>with.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_038#0,"""A block dedicated to helping players<br>find others to do Advance Quests<br>with.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_039#0,"""A block for those who prefer to play solo.<br>Recommended when playing Story Quests!<br>※Multi-block matching restrictions apply.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_040#0,"""A block for people who want to chat,<br>make friends and recruit team members!<br>※Multi-block matching restrictions apply.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_041#0,"""A block for people who want to trade<br>items. Also for those who wish to mess<br>with their shops for a long time.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_042#0,"""A block that can be used for any purpose<br>or mission.<br>※Multi-block matching restrictions apply.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_043#0,"""A block for finding parties to do Normal<br>level missions in the<br>Sanctum area."""
Block_help_Message_044#0,"""A block for finding parties to do Hard<br>level missions in the<br>Sanctum area."""
Block_help_Message_045#0,"""A block for finding parties to do Very<br>Hard level missions in the<br>Sanctum area."""
Block_help_Message_046#0,"""A block dedicated to helping players<br>find others to do Extreme Quests<br>with."""
Block_help_Message_047#0,"""A block dedicated to helping players<br>find others to help practice the<br>Grand Prix 2013 mission."""
Block_help_Message_048#0,"""A block for finding parties to do Normal<br>level missions in the<br>Sanctum area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_049#0,"""A block for finding parties to do Hard<br>level missions in the<br>Sanctum area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_050#0,"""A block for finding parties to do Very<br>Hard level missions in the<br>Sanctum area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_051#0,"""A block dedicated to helping players<br>find others to do Extreme Quests<br>with.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_052#0,"""A block for finding parties to do Normal<br>level missions in the Coast area."""
Block_help_Message_053#0,"""A block for finding parties to do Hard<br>level missions in the Coast area."""
Block_help_Message_054#0,"""A block for finding parties to do Very<br>Hard level missions in the Coast area."""
Block_help_Message_055#0,"""A block for finding parties to do Normal<br>level missions in the Coast area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_056#0,"""A block for finding parties to do Hard<br>level missions in the Coast area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_057#0,"""A block for finding parties to do Very<br>Hard level missions in the Coast area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_058#0,"""A block for finding parties to do Normal<br>level missions on planet Naberius."""
Block_help_Message_059#0,"""A block for finding parties to do Hard<br>level missions on planet Naberius."""
Block_help_Message_060#0,"""A block for finding parties to do Very<br>Hard level missions on planet Naberius."""
Block_help_Message_061#0,"""A block for finding parties to do Normal<br>level missions on planet Lillipa."""
Block_help_Message_062#0,"""A block for finding parties to do Hard<br>level missions on planet Lillipa."""
Block_help_Message_063#0,"""A block for finding parties to do Very<br>Hard level missions on planet Lillipa."""
Block_help_Message_064#0,"""A block for finding parties to do Normal<br>level missions on planet Amduscia."""
Block_help_Message_065#0,"""A block for finding parties to do Hard<br>level missions on planet Amduscia."""
Block_help_Message_066#0,"""A block for finding parties to do Very<br>Hard level missions on planet Amduscia."""
Block_help_Message_067#0,"""A block for finding parties to do Normal<br>level missions on planet Wopal."""
Block_help_Message_068#0,"""A block for finding parties to do Hard<br>level missions on planet Wopal."""
Block_help_Message_069#0,"""A block for finding parties to do Very<br>Hard level missions on planet Wopal."""
Block_help_Message_070#0,"""A block for finding parties to do Normal<br>level missions on planet Naberius.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_071#0,"""A block for finding parties to do Hard<br>level missions on planet Naberius.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_072#0,"""A block for finding parties to do Very<br>Hard level missions on planet Naberius.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_073#0,"""A block for finding parties to do Normal<br>level missions on planet Lillipa.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_074#0,"""A block for finding parties to do Hard<br>level missions on planet Lillipa.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_075#0,"""A block for finding parties to do Very<br>Hard level missions on planet Lillipa.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_076#0,"""A block for finding parties to do Normal<br>level missions on planet Amduscia.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_077#0,"""A block for finding parties to do Hard<br>level missions on planet Amduscia.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_078#0,"""A block for finding parties to do Very<br>Hard level missions on planet Amduscia.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_079#0,"""A block for finding parties to do Normal<br>level missions on planet Wopal.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_080#0,"""A block for finding parties to do Hard<br>level missions on planet Wopal.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_081#0,"""A block for finding parties to do Very<br>Hard level missions on planet Wopal.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_082#0,"""A block for finding parties to do Normal<br>level missions in the Quarry area."""
Block_help_Message_083#0,"""A block for finding parties to do Hard<br>level missions in the Quarry area."""
Block_help_Message_084#0,"""A block for finding parties to do Very<br>Hard level missions in the Quarry area."""
Block_help_Message_085#0,"""A block for finding parties to do Normal<br>level missions in the Quarry area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_086#0,"""A block for finding parties to do Hard<br>level missions in the Quarry area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_087#0,"""A block for finding parties to do Very<br>Hard level missions in the Quarry area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_088#0,"""A block for finding parties to do Super<br>Hard level missions in any area."""
Block_help_Message_089#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Forest area."""
Block_help_Message_090#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Volcanic Caverns area."""
Block_help_Message_091#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Desert area."""
Block_help_Message_092#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Tundra area."""
Block_help_Message_093#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Underground Tunnel area."""
Block_help_Message_094#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Skyscape area."""
Block_help_Message_095#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Ruins area."""
Block_help_Message_096#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Sanctum area."""
Block_help_Message_097#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Coast area."""
Block_help_Message_098#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Quarry area."""
Block_help_Message_099#0,"""A block for finding parties to do Super<br>Hard level missions on planet Naberius."""
Block_help_Message_100#0,"""A block for finding parties to do Super<br>Hard level missions on planet Lillipa."""
Block_help_Message_101#0,"""A block for finding parties to do Super<br>Hard level missions on planet Amduscia."""
Block_help_Message_102#0,"""A block for finding parties to do Super<br>Hard level missions on planet Wopal."""
Block_help_Message_103#0,"""A block for finding parties to do Super<br>Hard level missions in any area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_104#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Forest area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_105#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Volcanic Caverns area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_106#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Desert area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_107#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Tundra area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_108#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Underground Tunnel area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_109#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Skyscape area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_110#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Ruins area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_111#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Sanctum area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_112#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Coast area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_113#0,"""A block for finding parties to do Super<br>Hard level missions in the<br>Quarry area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_114#0,"""A block for finding parties to do Super<br>Hard level missions on planet Naberius.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_115#0,"""A block for finding parties to do Super<br>Hard level missions on planet Lillipa.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_116#0,"""A block for finding parties to do Super<br>Hard level missions on planet Amduscia.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_117#0,"""A block for finding parties to do Super<br>Hard level missions on planet Wopal.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_118#0,"""A block for finding parties to do Normal<br>level missions in the Seabed area."""
Block_help_Message_119#0,"""A block for finding parties to do Hard<br>level missions in the Seabed area."""
Block_help_Message_120#0,"""A block for finding parties to do Very<br>Hard level missions in the Seabed area."""
Block_help_Message_121#0,"""A block for finding parties to do Super<br>Hard level missions in the Seabed area."""
Block_help_Message_122#0,"""A block for finding parties to do Normal<br>level missions in the Seabed area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_123#0,"""A block for finding parties to do Hard<br>level missions in the Seabed area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_124#0,"""A block for finding parties to do Very<br>Hard level missions in the Seabed area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_125#0,"""A block for finding parties to do Super<br>Hard level missions in the Seabed area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_126#0,"""A block for finding parties to do the<br>ARKS Competition Festival 2014 Limited<br>Quest."""
Block_help_Message_127#0,"""A block for finding parties to do the<br>ARKS Competition Festival 2014 Limited<br>Quest.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_128#0,"""A block designed for recording videos<br>and creating images.<br>※Multi-block matching restrictions apply."""
Block_help_Message_129#0,"""A block dedicated to helping players<br>find others to help practice the<br>Grand Prix 2014 mission."""
Block_help_Message_130#0,"""A block for finding parties to do Normal<br>level missions on planet Harkotan."""
Block_help_Message_131#0,"""A block for finding parties to do Hard<br>level missions on planet Harkotan."""
Block_help_Message_132#0,"""A block for finding parties to do Very<br>Hard level missions on planet Harkotan."""
Block_help_Message_133#0,"""A block for finding parties to do Super<br>Hard level missions on planet Harkotan."""
Block_help_Message_134#0,"""A block for finding parties to do Normal<br>level missions on planet Harkotan.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_135#0,"""A block for finding parties to do Hard<br>level missions on planet Harkotan.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_136#0,"""A block for finding parties to do Very<br>Hard level missions on planet Harkotan.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_137#0,"""A block for finding parties to do Super<br>Hard level missions on planet Harkotan.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_138#0,"""A block for finding parties to do Normal<br>level missions in the Shironia area."""
Block_help_Message_139#0,"""A block for finding parties to do Hard<br>level missions in the Shironia area."""
Block_help_Message_140#0,"""A block for finding parties to do Very<br>Hard level missions in the Shironia area."""
Block_help_Message_141#0,"""A block for finding parties to do Super<br>Hard level missions in the Shironia area."""
Block_help_Message_142#0,"""A block for finding parties to do Normal<br>level missions in the Shironia area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_143#0,"""A block for finding parties to do Hard<br>level missions in the Shironia area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_144#0,"""A block for finding parties to do Very<br>Hard level missions in the Shironia area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_145#0,"""A block for finding parties to do Super<br>Hard level missions in the Shironia area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_146#0,"""A block for those who want to enjoy<br>the casino games with others. Please be<br>mindful of other players."""
Block_help_Message_147#0,"""A block for those who want to enjoy<br>the casino games with others. Please be<br>mindful of other players.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_148#0,"""A block for finding parties to do Normal<br>level missions in the Floating Facility area."""
Block_help_Message_149#0,"""A block for finding parties to do Hard<br>level missions in the Floating Facility area."""
Block_help_Message_150#0,"""A block for finding parties to do Very<br>Hard level missions in the Floating Facility area."""
Block_help_Message_151#0,"""A block for finding parties to do Super<br>Hard level missions in the Floating Facility area."""
Block_help_Message_152#0,"""A block for finding parties to do Normal<br>level missions in the Floating Facility area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_153#0,"""A block for finding parties to do Hard<br>level missions in the Floating Facility area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_154#0,"""A block for finding parties to do Very<br>Hard level missions in the Floating Facility area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_155#0,"""A block for finding parties to do Super<br>Hard level missions in the Floating Facility area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_156#0,"""A block for finding parties to do Extra<br>Hard level missions, regardless of the<br>area."""
Block_help_Message_157#0,"""A block dedicated to helping players<br>find others to do Ultimate Quests<br>with."""
Block_help_Message_158#0,"""A block for finding parties to do Extra<br>Hard level missions, regardless of the<br>area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_159#0,"""A block dedicated to helping players<br>find others to do Ultimate Quests<br>with.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_160#0,"""A block for finding parties to do daily<br>featured quest missions, regardless<br>of the area or difficulty."""
Block_help_Message_161#0,"""A block for finding parties to do daily<br>featured quest missions, regardless<br>of the area or difficulty.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_162#0,"""A block dedicated to helping players<br>find others to do Ultimate Quests<br>or Extra Hard difficulty missions with."""
Block_help_Message_163#0,"""A block dedicated to helping players<br>find others to do Ultimate Quests<br>or Extra Hard difficulty missions with.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_164#0,"""A block for finding parties to do<br>Challenge Quests. Challenge Quests can<br>only be started in the Challenge Lobby."""
Block_help_Message_165#0,"""A block for finding parties to do<br>Challenge Quests. Challenge Quests can<br>only be started in the Challenge Lobby.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_166#0,"""A block for people just starting<br>Challenge Mode. Veterans are encouraged<br>to help out here!"""
Block_help_Message_167#0,"""A block for people just starting<br>Challenge Mode. Veterans are encouraged<br>to help out here!<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_168#0,"""A block for finding parties to do<br>Challenge Quests in a laid-back manner."""
Block_help_Message_169#0,"""A block for finding parties to do<br>Challenge Quests in a laid-back manner.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_170#0,"""A block for trying new and exciting<br>ways to clear Challenge Mode."""
Block_help_Message_171#0,"""A block for trying new and exciting<br>ways to clear Challenge Mode.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_172#0,"""A block for those who wish to clear<br>Challenge Mode as fast as possible.<br>Not for the weak-willed!"""
Block_help_Message_173#0,"""A block for those who wish to clear<br>Challenge Mode as fast as possible.<br>Not for the weak-willed!<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_174#0,"""A block for finding players for chat<br>and other fun social activities."""
Block_help_Message_175#0,"""A block for finding players for chat<br>and other fun social activities.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_176#0,"""A block for finding parties to do the<br>Ultimate Quest \""Corruption Survey: Naberius\"" and <br>extra hard level missions."""
Block_help_Message_177#0,"""A block for finding parties to do the<br>Ultimate Quest \""Corruption Survey: Lillipa\"" and <br>extra hard level missions."""
Block_help_Message_178#0,"""A block for finding parties to do the<br>Ultimate Quest \""Corruption Survey: Naberius\"" and <br>extra hard level missions.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_179#0,"""A block for finding parties to do the<br>Ultimate Quest \""Corruption Survey: Lillipa\"" and <br>extra hard level missions.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_180#0,"""A block for those who wish to practice<br>for the ARKS Grand Prix 2016 competition.<br>Do your best!"""
Block_help_Message_181#0,"""A block for finding parties to do Normal<br>level missions in the Tokyo area."""
Block_help_Message_182#0,"""A block for finding parties to do Hard<br>level missions in the Tokyo area."""
Block_help_Message_183#0,"""A block for finding parties to do Very<br>Hard level missions in the Tokyo area."""
Block_help_Message_184#0,"""A block for finding parties to do Super<br>Hard level missions in the Tokyo area."""
Block_help_Message_185#0,"""A block for finding parties to do Extra<br>Hard level missions in the Tokyo area."""
Block_help_Message_186#0,"""A block for finding parties to do Normal<br>level missions in the Tokyo area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_187#0,"""A block for finding parties to do Hard<br>level missions in the Tokyo area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_188#0,"""A block for finding parties to do Very<br>Hard level missions in the Tokyo area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_189#0,"""A block for finding parties to do Super<br>Hard level missions in the Tokyo area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_190#0,"""A block for finding parties to do Extra<br>Hard level missions in the Tokyo area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_191#0,"""A block for those who wish to gather<br>with other players. You can also use this<br>block when gathering with friends."""
Block_help_Message_192#0,"""A block for those who wish to gather<br>with other players. You can also use this<br>block when gathering with friends.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_193#0,"""AGP2016クエスト用をプレイしたい方が集まる<br>ためのブロックです。AGP2016クエスト用は<br>チャレンジブロックでのみ受注可能です。"""
Block_help_Message_194#0,"""AGP2016クエスト用をプレイしたい方が集まる<br>ためのブロックです。AGP2016クエスト用は<br>チャレンジブロックでのみ受注可能です。<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_195#0,"""AGP2016クエスト用を始めたばかりの方が<br>集まるためのブロックです。<br>手助けしてくれるベテランの方も大歓迎！"""
Block_help_Message_196#0,"""AGP2016クエスト用を始めたばかりの方が<br>集まるためのブロックです。<br>手助けしてくれるベテランの方も大歓迎！<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_197#0,"""AGP2016クエスト用をのんびりと楽しみたい<br>方が集まるためのブロックです。"""
Block_help_Message_198#0,"""AGP2016クエスト用をのんびりと楽しみたい<br>方が集まるためのブロックです。<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_199#0,"""AGP2016クエスト用の攻略方法を<br>いろいろ試しながらクリアを目指す方が<br>集まるためのブロックです。"""
Block_help_Message_200#0,"""AGP2016クエスト用の攻略方法を<br>いろいろ試しながらクリアを目指す方が<br>集まるためのブロックです。<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_201#0,"""AGP2016クエスト用の最速クリアを目指して<br>突き詰めたい方が集まるための<br>ブロックです。手加減無用！"""
Block_help_Message_202#0,"""AGP2016クエスト用の最速クリアを目指して<br>突き詰めたい方が集まるための<br>ブロックです。手加減無用！<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_203#0,"""A block dedicated to organizing and<br>starting riding quest parties."""
Block_help_Message_204#0,"""A block dedicated to organizing and<br>starting riding quest parties.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_205#0,"""A block dedicated to organizing and<br>starting extra hard riding quest<br>parties."""
Block_help_Message_206#0,"""A block dedicated to organizing and<br>starting extra hard riding quest<br>parties.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_207#0,"""A block for finding parties to do missions<br>in the Las Vegas area."""
Block_help_Message_208#0,"""A block for finding parties to do missions<br>in the Las Vegas area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_209#0,"""A block for finding parties to do Extra<br>Hard level missions in the Las Vegas area."""
Block_help_Message_210#0,"""A block for finding parties to do Extra<br>Hard level missions in the Las Vegas area.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_211#0,"""A block for players who have the title<br>\""Solo Warrior\"" to gather and challenge<br>high-difficulty quests."""
Block_help_Message_212#0,"""A block for players who have the title<br>\""Solo Warrior\"" to gather and challenge<br>high-difficulty quests.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_213#0,"""A block dedicated to the Battle Arena.<br>Since Battle Arena matching is<br>done across all blocks, there is<br>no difference between the blocks."""
Block_help_Message_214#0,"""A block for finding parties to do Extra<br>Hard level Quest Triggers/Rare Enemy<br>Triggers."""
Block_help_Message_215#0,"""A block for finding parties to do Extra<br>Hard level Quest Triggers/Rare Enemy<br>Triggers.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_216#0,"""A block for finding parties to do Extra<br>Hard level missions, available only<br>to those who clear certain requirements."""
Block_help_Message_217#0,"""A block for finding parties to do Extra<br>Hard level missions, available only<br>to those who clear certain requirements.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_218#0,"""A block dedicated to organizing and<br>starting Buster quests."""
Block_help_Message_219#0,"""A block dedicated to organizing and<br>starting Buster quests.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_220#0,"""A block for live broadcasts of the game,<br>or for shooting videos or images. A block<br>for people who have no problem with<br>their character or information being seen."""
Block_help_Message_221#0,"""A block for people to gather in to use<br>Quest Triggers and Rare Enemy Triggers."""
Block_help_Message_222#0,"""A block for people to gather in to use<br>Quest Triggers and Rare Enemy Triggers.<br>[Vita/PC/PS4 Shared Lobby]"""
Block_help_Message_223#0,"""ビギナーの方が楽しむためのブロックです。<br>手助けしてくれるベテランプレイヤーも歓迎！<br>※複数ブロックマッチングは同名ブロック限定<br>【“クラウド”＆“PC”共用】"""
