YesText#0,"""Yes"""
mv_010170_date#0,"""<space>"""
mv_010250_title#0,"""Episode 2 Opening Movie"""
mv_010250_date#0,"""<space>"""
mv_010200_title#0,"""惑星移動・ハルコタン"""
mv_010200_date#0,"""<space>"""
mv_010220_title#0,"""Magatsu's Descent"""
mv_010220_date#0,"""<space>"""
mv_010270_title#0,"""The [Pwofound Dawkness] Attacks"""
mv_010270_date#0,"""<space>"""
mv_010290_title#1,"""The Downfaww of the Pwofound Dawkness"""
mv_010290_date#0,"""<space>"""
mv_010280_title#0,"""ダークファルス【若人】復活"""
mv_010280_date#0,"""<space>"""
mv_010260_title#0,"""Episode 3 Opening Movie"""
mv_010260_date#0,"""<space>"""
un_039010_title#0,"""カジノへようこそ！"""
un_039010_date#0,"""<space>"""
ra_033980_title#0,"""壊世区域ナベリウス"""
ra_033980_date#0,"""<space>"""
ra_033970_title#0,"""『禍津』の侵攻"""
ra_033970_date#0,"""<space>"""
ra_033960_title#0,"""新たなる「挑戦」"""
ra_033960_date#0,"""<space>"""
ra_033950_title#0,"""壊世区域リリーパ"""
ra_033950_date#0,"""<space>"""
pr_037010_title#0,"""君なら大丈夫"""
pr_037010_date#0,"""<space>"""
pr_039010_title#0,"""煌き舞う絶対防衛戦"""
pr_039010_date#0,"""<space>"""
pr_043071_title#0,"""Wewcome to Fwanka's Cafe!"""
pr_043071_date#0,"""<space>"""
pr_043070_title#0,"""Wewcome to Fwanka's Cafe! 2"""
pr_043070_date#0,"""<space>"""
pr_043072_title#0,"""Wewcome to Fwanka's Cafe! 3"""
pr_043072_date#0,"""<space>"""
pr_043073_title#0,"""Wewcome to Fwanka's Cafe! 4"""
pr_043073_date#0,"""<space>"""
pr_043074_title#0,"""Wewcome to Fwanka's Cafe! 5"""
pr_043074_date#0,"""<space>"""
pr_043080_title#0,"""任務への窓口"""
pr_043080_date#0,"""<space>"""
pr_043090_title#0,"""訓練しましょう！"""
pr_043090_date#0,"""<space>"""
pr_044010_date#0,"""<space>"""
pr_045010_title#0,"""Cowwupted Awea: Amduscia"""
pr_045010_date#0,"""<space>"""
pr_047900_title#0,"""The Phantoms of Mothew"""
pr_047900_date#0,"""<space>"""
pr_048010_title#0,"""VW Twaining [Battwe Awena]"""
pr_048010_date#0,"""<space>"""
pr_049010_title#0,"""The Phantom Continent"""
pr_049010_date#0,"""<space>"""
mv_020030_title#0,"""Episode 4 Opening Movie"""
mv_020030_date#0,"""<space>"""
mv_020040_title#0,"""An Avataw of an Undying Battweship"""
mv_020040_date#0,"""<space>"""
mv_020050_title#0,"""Pwanetawy Twavew: Moon - Nowmaw"""
mv_020050_date#0,"""<space>"""
mv_020060_title#0,"""Pwanetawy Twavew: Moon - Defiwed"""
mv_020060_date#0,"""<space>"""
mv_020100_title#0,"""Pwanetawy Twavew: Phantom Continent"""
mv_020100_date#0,"""<space>"""
mv_020070_title#0,"""Vanishing Phantom Piwwaw"""
mv_020070_date#0,"""<space>"""
mv_020120_title#0,"""Destwoying the Phantom God"""
mv_020120_date#0,"""<space>"""
mv_030030_title#0,"""ＥＰＩＳＯＤＥ５オープニングムービー"""
mv_030030_date#0,"""<space>"""
un_045045_title#0,"""My Name Is Emiwia"""
un_045045_date#0,"""<space>"""
un_045050_title#1,"""A Visitow Fwom Subspace"""
un_045050_date#0,"""<space>"""
un_045060_title#1,"""Vivienne's Motives"""
un_045060_date#0,"""<space>"""
un_045070_title#0,"""Emiwia's Motives"""
un_045070_date#0,"""<space>"""
un_045080_title#0,"""Emiwia's Wesouwcefuwness"""
un_045080_date#0,"""<space>"""
un_045090_title#1,"""Vivienne's Intuition"""
un_045090_date#0,"""<space>"""
un_045100_title#1,"""Gwatitude Fwom Two"""
un_045100_date#0,"""<space>"""
