MenuTitle#0,"""Twade Shop"""
item_AvoidStanceTec_4#1,"""Boosts power by up<br>to 20% over time. This<br>boost expires on using<br>an evasion action."""
item_AvoidStanceTec_5#1,"""Boosts power by up<br>to 20% over time. This<br>boost expires on using<br>an evasion action."""
item_PpOverDriveMother_1#1,"""Increases PP costs by<br>10%, but boosts normal<br>attack damage by 70%."""
item_PpOverDriveMother_2#1,"""Increases PP costs by<br>10%, but boosts normal<br>attack damage by 76%."""
item_PpOverDriveMother_3#1,"""Increases PP costs by<br>10%, but boosts normal<br>attack damage by 82%."""
item_PpOverDriveMother_4#1,"""Increases PP costs by<br>10%, but boosts normal<br>attack damage by 200%."""
item_PpOverDriveMother_5#1,"""Increases PP costs by<br>10%, but boosts normal<br>attack damage by 200%."""
item_PpOverDriveMother2_1#1,"""通常攻撃の威力低下、ＰＰ<br>回復量上昇、通常攻撃<br>以外の威力5％上昇。"""
item_PpOverDriveMother2_2#1,"""通常攻撃の威力低下、ＰＰ<br>回復量上昇、通常攻撃<br>以外の威力7％上昇。"""
item_PpOverDriveMother2_3#1,"""通常攻撃の威力低下、ＰＰ<br>回復量上昇、通常攻撃<br>以外の威力10％上昇。"""
item_PpOverDriveMother2_4#1,"""通常攻撃の威力低下、ＰＰ<br>回復量上昇、通常攻撃<br>以外の威力12％上昇。"""
item_PpOverDriveMother2_5#1,"""通常攻撃の威力低下、ＰＰ<br>回復量上昇、通常攻撃<br>以外の威力15％上昇。"""
item_PpOverDriveMother3_1#1,"""通常攻撃の威力が30％<br>通常攻撃以外の<br>威力が6％上昇。"""
item_PpOverDriveMother3_2#1,"""通常攻撃の威力が40％<br>通常攻撃以外の<br>威力が6％上昇。"""
item_PpOverDriveMother3_3#1,"""通常攻撃の威力が50％<br>通常攻撃以外の<br>威力が6％上昇。"""
item_PpOverDriveMother3_4#1,"""通常攻撃の威力が300％<br>通常攻撃以外の<br>威力が10％上昇。"""
item_PpOverDriveMother3_5#1,"""通常攻撃の威力が300％<br>通常攻撃以外の<br>威力が10％上昇。"""
item_PhotonFlareBoostRefine_1#1,"""Boosts Technique damage by<br>10% and Photon Flare's<br>effect by 220."""
item_PhotonFlareBoostRefine_2#1,"""Boosts Technique damage by<br>12% and Photon Flare's<br>effect by 250."""
item_PhotonFlareBoostRefine_3#1,"""Boosts Technique damage by<br>14% and Photon Flare's<br>effect by 280."""
item_PhotonFlareBoostRefine_4#1,"""Boosts Technique damage by<br>14% and Photon Flare's<br>effect by 280."""
item_PhotonFlareBoostRefine_5#1,"""Boosts Technique damage by<br>14% and Photon Flare's<br>effect by 280."""
item_GroundAirBoost1_1#1,"""Boosts attack damage<br>from the ground by 8%,<br>PP recovery by 10%."""
item_GroundAirBoost1_2#1,"""Boosts attack damage<br>from the ground by 10%,<br>PP recovery by 20%."""
item_GroundAirBoost1_3#1,"""Boosts attack damage<br>from the ground by 12%,<br>PP recovery by 30%."""
item_GroundAirBoost1_4#1,"""Boosts attack damage<br>from the ground by 12%,<br>PP recovery by 30%."""
item_GroundAirBoost1_5#1,"""Boosts attack damage<br>from the ground by 12%,<br>PP recovery by 30%."""
item_GroundAirBoost2_1#1,"""Boosts damage inflicted by 8%<br>and PP restoration by 10%<br>while attacking in the air."""
item_GroundAirBoost2_2#1,"""Boosts damage inflicted by 10%<br>and PP restoration by 20%<br>while attacking in the air."""
item_GroundAirBoost2_3#1,"""Boosts damage inflicted by 12%<br>and PP restoration by 30%<br>while attacking in the air."""
item_GroundAirBoost2_4#1,"""Boosts damage inflicted by 14%<br>and PP restoration by 40%<br>while attacking in the air."""
item_GroundAirBoost2_5#1,"""Boosts damage inflicted by 16%<br>and PP restoration by 50%<br>while attacking in the air."""
item_GroundAirBoost3_1#1,"""Increases power and<br>normal PP recovery<br>while in the air;<br>Increases attack PP<br>recovery while on the<br>ground."""
item_GroundAirBoost3_2#1,"""Increases power and<br>normal PP recovery<br>while in the air;<br>Increases attack PP<br>recovery while on the<br>ground."""
item_GroundAirBoost3_3#1,"""Increases power and<br>normal PP recovery<br>while in the air;<br>Increases attack PP<br>recovery while on the<br>ground."""
item_GroundAirBoost3_4#1,"""Increases power and<br>normal PP recovery<br>while in the air;<br>Increases attack PP<br>recovery while on the<br>ground."""
item_GroundAirBoost3_5#1,"""Increases power and<br>normal PP recovery<br>while in the air;<br>Increases attack PP<br>recovery while on the<br>ground."""
item_GroundAirBoost4_1#1,"""空中での攻撃時、威力と<br>ＰＰ回復性能が上昇。"""
item_GroundAirBoost4_2#1,"""空中での攻撃時、威力と<br>ＰＰ回復性能が上昇。"""
item_GroundAirBoost4_3#1,"""空中での攻撃時、威力と<br>ＰＰ回復性能が上昇。"""
item_GroundAirBoost4_4#1,"""空中での攻撃時、威力と<br>ＰＰ回復性能が上昇。"""
item_GroundAirBoost4_5#1,"""空中での攻撃時、威力と<br>ＰＰ回復性能が上昇。"""
item_GroundAirBoost5_1#1,"""地上での攻撃時、威力と<br>ＰＰ回復性能が上昇。"""
item_GroundAirBoost5_2#1,"""地上での攻撃時、威力と<br>ＰＰ回復性能が上昇。"""
item_GroundAirBoost5_3#1,"""地上での攻撃時、威力と<br>ＰＰ回復性能が上昇。"""
item_GroundAirBoost5_4#1,"""地上での攻撃時、威力と<br>ＰＰ回復性能が上昇。"""
item_GroundAirBoost5_5#1,"""地上での攻撃時、威力と<br>ＰＰ回復性能が上昇。"""
item_FullHealBonus7_1#1,"""Boosts damage inflicted<br>by 18% when PP is<br>at 25% or higher."""
item_FullHealBonus7_2#1,"""Boosts damage inflicted<br>by 20% when PP is<br>at 25% or higher."""
item_FullHealBonus7_3#1,"""Boosts damage inflicted<br>by 22% when PP is<br>at 25% or higher."""
item_FullHealBonus7_4#1,"""Boosts damage inflicted<br>by 24% when PP is<br>at 25% or higher."""
item_FullHealBonus7_5#1,"""Boosts damage inflicted<br>by 26% when PP is<br>at 25% or higher."""
item_FullHealBonus8_1#1,"""ＨＰが７５％以上の時<br>与ダメージが20％<br>上昇する。"""
item_FullHealBonus8_2#1,"""ＨＰが７５％以上の時<br>与ダメージが21％<br>上昇する。"""
item_FullHealBonus8_3#1,"""ＨＰが７５％以上の時<br>与ダメージが23％<br>上昇する。"""
item_FullHealBonus8_4#1,"""ＨＰが７５％以上の時<br>与ダメージが25％<br>上昇する。"""
item_FullHealBonus8_5#1,"""ＨＰが７５％以上の時<br>与ダメージが27％<br>上昇する。"""
item_FullHealBonus9_1#1,"""Boosts PP recovery.<br>While PP is above 30%,<br>boosts damage by 5%"""
item_FullHealBonus9_2#1,"""Boosts PP recovery.<br>While PP is above 30%,<br>boosts damage by 7%."""
item_FullHealBonus9_3#1,"""Boosts PP recovery.<br>While PP is above 30%,<br>boosts damage by 10%."""
item_FullHealBonus9_4#1,"""Boosts PP recovery.<br>While PP is above 30%,<br>boosts damage by 10%."""
item_FullHealBonus9_5#1,"""Boosts PP recovery.<br>While PP is above 30%,<br>boosts damage by 10%."""
item_FullHealBonus10_1#1,"""【説明】未設定潜在能力"""
item_FullHealBonus10_2#1,"""【説明】未設定潜在能力"""
item_FullHealBonus10_3#1,"""【説明】未設定潜在能力"""
item_FullHealBonus10_4#1,"""【説明】未設定潜在能力"""
item_FullHealBonus10_5#1,"""【説明】未設定潜在能力"""
item_FullHealBonus11_1#1,"""【説明】未設定潜在能力"""
item_FullHealBonus11_2#1,"""【説明】未設定潜在能力"""
item_FullHealBonus11_3#1,"""【説明】未設定潜在能力"""
item_FullHealBonus11_4#1,"""【説明】未設定潜在能力"""
item_FullHealBonus11_5#1,"""【説明】未設定潜在能力"""
item_FullHealBonus12_1#1,"""【説明】未設定潜在能力"""
item_FullHealBonus12_2#1,"""【説明】未設定潜在能力"""
item_FullHealBonus12_3#1,"""【説明】未設定潜在能力"""
item_FullHealBonus12_4#1,"""【説明】未設定潜在能力"""
item_FullHealBonus12_5#1,"""【説明】未設定潜在能力"""
item_HalfLineBerserk_1#1,"""Boosts damage dealt<br>by 6%, reduces damage<br>received by 15%,<br>nullifies knock-back."""
item_HalfLineBerserk_2#1,"""Boosts damage dealt<br>by 6%, reduces damage<br>received by 17%,<br>nullifies knock-back."""
item_HalfLineBerserk_3#1,"""Boosts damage dealt<br>by 6%, reduces damage<br>received by 20%,<br>nullifies knock-back."""
item_HalfLineBerserk_4#1,"""Boosts damage dealt<br>by 6%, reduces damage<br>received by 20%,<br>nullifies knock-back."""
item_HalfLineBerserk_5#1,"""Boosts damage dealt<br>by 6%, reduces damage<br>received by 20%,<br>nullifies knock-back."""
item_ElementWeapon1_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Lightning or<br>Light."""
item_ElementWeapon1_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Lightning or<br>Light."""
item_ElementWeapon1_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Lightning or<br>Light."""
item_ElementWeapon1_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Lightning or<br>Light."""
item_ElementWeapon1_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Lightning or<br>Light."""
item_ElementWeapon2_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice or Light."""
item_ElementWeapon2_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice or Light."""
item_ElementWeapon2_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice or Light."""
item_ElementWeapon2_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice or Light."""
item_ElementWeapon2_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice or Light."""
item_ElementWeapon3_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Dark<br>or Light."""
item_ElementWeapon3_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Dark<br>or Light."""
item_ElementWeapon3_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Dark<br>or Light."""
item_ElementWeapon3_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Dark<br>or Light."""
item_ElementWeapon3_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Dark<br>or Light."""
item_ElementWeapon4_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Light."""
item_ElementWeapon4_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Light."""
item_ElementWeapon4_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Light."""
item_ElementWeapon4_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Light."""
item_ElementWeapon4_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Light."""
item_ElementWeapon5_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Wind."""
item_ElementWeapon5_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Wind."""
item_ElementWeapon5_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Wind."""
item_ElementWeapon5_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Wind."""
item_ElementWeapon5_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Wind."""
item_ElementWeapon6_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Dark<br>or Wind."""
item_ElementWeapon6_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Dark<br>or Wind."""
item_ElementWeapon6_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Dark<br>or Wind."""
item_ElementWeapon6_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Dark<br>or Wind."""
item_ElementWeapon6_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Dark<br>or Wind."""
item_ElementWeapon7_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Lightning."""
item_ElementWeapon7_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Lightning."""
item_ElementWeapon7_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Lightning."""
item_ElementWeapon7_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Lightning."""
item_ElementWeapon7_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>or Lightning."""
item_ElementWeapon8_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice<br>or Lightning."""
item_ElementWeapon8_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice<br>or Lightning."""
item_ElementWeapon8_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice<br>or Lightning."""
item_ElementWeapon8_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice<br>or Lightning."""
item_ElementWeapon8_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice<br>or Lightning."""
item_ElementWeapon9_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Wind and<br>Light."""
item_ElementWeapon9_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Wind and<br>Light."""
item_ElementWeapon9_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Wind and<br>Light."""
item_ElementWeapon9_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Wind and<br>Light."""
item_ElementWeapon9_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Wind and<br>Light."""
item_ElementWeapon10_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice and Wind."""
item_ElementWeapon10_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice and Wind."""
item_ElementWeapon10_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice and Wind."""
item_ElementWeapon10_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice and Wind."""
item_ElementWeapon10_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Ice and Wind."""
item_ElementWeapon11_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Lightning<br>and Dark."""
item_ElementWeapon11_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Lightning<br>and Dark."""
item_ElementWeapon11_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Lightning<br>and Dark."""
item_ElementWeapon11_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Lightning<br>and Dark."""
item_ElementWeapon11_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Lightning<br>and Dark."""
item_ElementWeapon12_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>and Dark."""
item_ElementWeapon12_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>and Dark."""
item_ElementWeapon12_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>and Dark."""
item_ElementWeapon12_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>and Dark."""
item_ElementWeapon12_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire<br>and Dark."""
item_ElementWeapon13_1#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire & Ice."""
item_ElementWeapon13_2#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire & Ice."""
item_ElementWeapon13_3#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire & Ice."""
item_ElementWeapon13_4#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire & Ice."""
item_ElementWeapon13_5#1,"""Boosts Power and<br>restores HP when the<br>Weapon Element<br>matches the weakness<br>or if the target is<br>weak to Fire & Ice."""
item_ElementWeapon14_1#1,"""弱点属性が炎、武器属性<br>いずれかと一致時<br>威力上昇し、ＨＰ回復。"""
item_ElementWeapon14_2#1,"""弱点属性が炎、武器属性<br>いずれかと一致時<br>威力上昇し、ＨＰ回復。"""
item_ElementWeapon14_3#1,"""弱点属性が炎、武器属性<br>いずれかと一致時<br>威力上昇し、ＨＰ回復。"""
item_ElementWeapon14_4#1,"""弱点属性が炎、武器属性<br>いずれかと一致時<br>威力上昇し、ＨＰ回復。"""
item_ElementWeapon14_5#1,"""弱点属性が炎、武器属性<br>いずれかと一致時<br>威力上昇し、ＨＰ回復。"""
item_ElementWeapon15_1#1,"""弱点属性が風、武器属性<br>いずれかと一致時<br>威力上昇し、ＨＰ回復。"""
item_ElementWeapon15_2#1,"""弱点属性が風、武器属性<br>いずれかと一致時<br>威力上昇し、ＨＰ回復。"""
item_ElementWeapon15_3#1,"""弱点属性が風、武器属性<br>いずれかと一致時<br>威力上昇し、ＨＰ回復。"""
item_ElementWeapon15_4#1,"""弱点属性が風、武器属性<br>いずれかと一致時<br>威力上昇し、ＨＰ回復。"""
item_ElementWeapon15_5#1,"""弱点属性が風、武器属性<br>いずれかと一致時<br>威力上昇し、ＨＰ回復。"""
item_PpOverDriveMotherRefine_1#1,"""Boosts damage done<br>by 6% and attack<br>PP recovery by 20%."""
item_PpOverDriveMotherRefine_2#1,"""Boosts damage done<br>by 9% and attack<br>PP recovery by 30%."""
item_PpOverDriveMotherRefine_3#1,"""Boosts damage done<br>by 12% and attack<br>PP recovery by 40%."""
item_PpOverDriveMotherRefine_4#1,"""Boosts damage done<br>by 15% and attack<br>PP recovery by 50%."""
item_PpOverDriveMotherRefine_5#1,"""Boosts damage done<br>by 18% and attack<br>PP recovery by 60%."""
item_TactPotential_1#1,"""Reduces damage pet<br>receives by 3% and<br>restores 5% of HP<br>every 10 seconds."""
item_TactPotential_2#1,"""Reduces damage pet<br>receives by 4% and<br>restores 7% of HP<br>every 10 seconds."""
item_TactPotential_3#1,"""Reduces damage pet<br>receives by 5% and<br>restores 10% of HP<br>every 10 seconds."""
item_TactPotential_4#1,"""Reduces damage pet<br>receives by 6% and<br>restores 12% of HP<br>every 10 seconds."""
item_TactPotential_5#1,"""Reduces damage pet<br>receives by 7% and<br>restores 15% of HP<br>every 10 seconds."""
item_AbnormalAttack4_1#1,"""Boosts power and<br>likelihood of<br>inflicting poison.<br>Boosts power<br>against poisoned<br>enemies."""
item_AbnormalAttack4_2#1,"""Boosts power and<br>likelihood of<br>inflicting poison.<br>Boosts power<br>against poisoned<br>enemies."""
item_AbnormalAttack4_3#1,"""Boosts power and<br>likelihood of<br>inflicting poison.<br>Boosts power<br>against poisoned<br>enemies."""
item_AbnormalAttack4_4#1,"""Boosts power and<br>likelihood of<br>inflicting poison.<br>Boosts power<br>against poisoned<br>enemies."""
item_AbnormalAttack4_5#1,"""Boosts power and<br>likelihood of<br>inflicting poison.<br>Boosts power<br>against poisoned<br>enemies."""
item_AbnormalAttack7_1#1,"""Boosts power and<br>status infliction<br>rate. Also boosts<br>the power against<br>enemies inflicted<br>with a status."""
item_AbnormalAttack7_2#1,"""Boosts power and<br>status infliction<br>rate. Also boosts<br>the power against<br>enemies inflicted<br>with a status."""
item_AbnormalAttack7_3#1,"""Boosts power and<br>status infliction<br>rate. Also boosts<br>the power against<br>enemies inflicted<br>with a status."""
item_AbnormalAttack7_4#1,"""Boosts power and<br>status infliction<br>rate. Also boosts<br>the power against<br>enemies inflicted<br>with a status."""
item_AbnormalAttack7_5#1,"""Boosts power and<br>status infliction<br>rate. Also boosts<br>the power against<br>enemies inflicted<br>with a status."""
item_AbnormalAttack8_1#1,"""Boosts power and<br>status infliction<br>rate. Also boosts<br>the power against<br>enemies inflicted<br>with a status."""
item_AbnormalAttack8_2#1,"""Boosts power and<br>status infliction<br>rate. Also boosts<br>the power against<br>enemies inflicted<br>with a status."""
item_AbnormalAttack8_3#1,"""Boosts power and<br>status infliction<br>rate. Also boosts<br>the power against<br>enemies inflicted<br>with a status."""
item_AbnormalAttack8_4#1,"""Boosts power and<br>status infliction<br>rate. Also boosts<br>the power against<br>enemies inflicted<br>with a status."""
item_AbnormalAttack8_5#1,"""Boosts power and<br>status infliction<br>rate. Also boosts<br>the power against<br>enemies inflicted<br>with a status."""
item_KatanaGearUp_1#1,"""Katana Gear gauge<br>automatically<br>increases while<br>katana is drawn,<br>boosts power when<br>released."""
item_KatanaGearUp_2#1,"""Katana Gear gauge<br>automatically<br>increases while<br>katana is drawn,<br>boosts power when<br>released."""
item_KatanaGearUp_3#1,"""Katana Gear gauge<br>automatically<br>increases while<br>katana is drawn,<br>boosts power when<br>released."""
item_KatanaGearUp_4#1,"""Katana Gear gauge<br>automatically<br>increases while<br>katana is drawn,<br>boosts power when<br>released."""
item_KatanaGearUp_5#1,"""Katana Gear gauge<br>automatically<br>increases while<br>katana is drawn,<br>boosts power when<br>released."""
item_ElementConversionPlus_1#1,"""Enhances Element<br>Conversion, decreases<br>PP consumption."""
item_ElementConversionPlus_2#1,"""Enhances Element<br>Conversion, decreases<br>PP consumption."""
item_ElementConversionPlus_3#1,"""Enhances Element<br>Conversion, decreases<br>PP consumption."""
item_ElementConversionPlus_4#1,"""Enhances Element<br>Conversion, decreases<br>PP consumption."""
item_ElementConversionPlus_5#1,"""Enhances Element<br>Conversion, decreases<br>PP consumption."""
item_WideShot_1#1,"""Increases the range<br>of attacks and adds<br>a chance to stun.<br>In addition, power<br>is boosted against<br>enemies within a<br>certain range."""
item_WideShot_2#1,"""Increases the range<br>of attacks and adds<br>a chance to stun.<br>In addition, power<br>is boosted against<br>enemies within a<br>certain range."""
item_WideShot_3#1,"""Increases the range<br>of attacks and adds<br>a chance to stun.<br>In addition, power<br>is boosted against<br>enemies within a<br>certain range."""
item_WideShot_4#1,"""Increases the range<br>of attacks and adds<br>a chance to stun.<br>In addition, power<br>is boosted against<br>enemies within a<br>certain range."""
item_WideShot_5#1,"""Increases the range<br>of attacks and adds<br>a chance to stun.<br>In addition, power<br>is boosted against<br>enemies within a<br>certain range."""
item_QuestSpecial_1#1,"""Reduces damage<br>received and boosts<br>power while playing<br>Endless Darkness."""
item_QuestSpecial_2#1,"""Reduces damage<br>received and boosts<br>power while playing<br>Endless Darkness."""
item_QuestSpecial_3#1,"""Reduces damage<br>received and boosts<br>power while playing<br>Endless Darkness."""
item_QuestSpecial_4#1,"""Reduces damage<br>received and boosts<br>power while playing<br>Endless Darkness."""
item_QuestSpecial_5#1,"""Reduces damage<br>received and boosts<br>power while playing<br>Endless Darkness."""
item_AbilityCount_1#1,"""Boosts power and PP recovery<br>based on the number of<br>special effects."""
item_AbilityCount_2#1,"""Boosts power and PP recovery<br>based on the number of<br>special effects."""
item_AbilityCount_3#1,"""Boosts power and PP recovery<br>based on the number of<br>special effects."""
item_AbilityCount_4#1,"""Boosts power and PP recovery<br>based on the number of<br>special effects."""
item_AbilityCount_5#1,"""Boosts power and PP recovery<br>based on the number of<br>special effects."""
item_BattleAccumulation_1#1,"""Enhances abilities based on<br>damage dealt, damage received<br>and PP usage."""
item_BattleAccumulation_2#1,"""Enhances abilities based on<br>damage dealt, damage received<br>and PP usage."""
item_BattleAccumulation_3#1,"""Enhances abilities based on<br>damage dealt, damage received<br>and PP usage."""
item_BattleAccumulation_4#1,"""Enhances abilities based on<br>damage dealt, damage received<br>and PP usage."""
item_BattleAccumulation_5#1,"""Enhances abilities based on<br>damage dealt, damage received<br>and PP usage."""
item_InheritanceUp_1#1,"""Boosts the success<br>rate of adding special<br>abilities to this<br>weapon by 2%."""
item_InheritanceUp_2#1,"""Boosts the success<br>rate of adding special<br>abilities to this<br>weapon by 5%."""
item_InheritanceUp_3#1,"""Boosts the success<br>rate of adding special<br>abilities to this<br>weapon by 10%."""
item_InheritanceUp_4#1,"""Boosts the success<br>rate of adding special<br>abilities to this<br>weapon by 10%."""
item_InheritanceUp_5#1,"""Boosts the success<br>rate of adding special<br>abilities to this<br>weapon by 10%."""
item_SpecialExtend1_1#1,"""Boosts power by 10%.<br>Doubles the effects<br>of special abilities."""
item_SpecialExtend1_2#1,"""Boosts power by 12%.<br>Doubles the effects<br>of special abilities."""
item_SpecialExtend1_3#1,"""Boosts power by 14%.<br>Doubles the effects<br>of special abilities."""
item_SpecialExtend1_4#1,"""Boosts power by 16%.<br>Doubles the effects<br>of special abilities."""
item_SpecialExtend1_5#1,"""Boosts power by 18%.<br>Doubles the effects<br>of special abilities."""
item_SpecialExtend2_1#1,"""Boosts power by 10%.<br>Doubles the effects<br>of special abilities."""
item_SpecialExtend2_2#1,"""Boosts power by 12%.<br>Doubles the effects<br>of special abilities."""
item_SpecialExtend2_3#1,"""Boosts power by 14%.<br>Doubles the effects<br>of special abilities."""
item_SpecialExtend2_4#1,"""Boosts power by 16%.<br>Doubles the effects<br>of special abilities."""
item_SpecialExtend2_5#1,"""Boosts power by 18%.<br>Doubles the effects<br>of special abilities."""
item_StUpShare1_1#1,"""Boosts power by 8%. Restores<br>party's HP at fixed intervals<br>as well as boosts their ATK."""
item_StUpShare1_2#1,"""Boosts power by 10%. Restores<br>party's HP at fixed intervals<br>as well as boosts their ATK."""
